N	MC est. error	MC actual error	Value
7586	4.590032E-002	7.041273E-002	3.154465108
7656	4.532881E-002	7.511601E-002	3.159168386
7727	4.386537E-002	2.530049E-002	3.058751886
7798	4.351051E-002	5.028588E-002	3.033766495
7870	4.412832E-002	4.631156E-003	3.088683533
7943	4.407707E-002	2.130131E-002	3.105353691
8017	4.388605E-002	3.673944E-002	3.120791816
8091	4.406595E-002	8.760786E-002	3.171660239
8166	4.428463E-002	1.390177E-001	3.223070045
8241	4.360627E-002	7.772484E-002	3.161777217
8318	4.369976E-002	9.655870E-002	3.180611075
8395	4.337123E-002	4.954281E-002	3.133595186
8472	4.280120E-002	1.817616E-002	3.102228540
8551	4.211317E-002	6.714827E-003	3.077337550
8630	4.199959E-002	4.351167E-002	3.040540703
8710	4.171225E-002	6.905777E-003	3.077146600
8790	4.137172E-002	1.367759E-002	3.070374787
8872	4.237737E-002	4.187072E-002	3.125923100
8954	4.173236E-002	3.766192E-002	3.121714297
9036	4.219117E-002	1.171058E-001	3.201158162
9120	4.048910E-002	4.117383E-002	3.042878544
9204	4.084048E-002	3.878197E-002	3.122834350
9290	4.106266E-002	1.863175E-002	3.102684123
9376	4.079775E-002	2.877209E-002	3.112824463
9462	4.079333E-002	4.803638E-002	3.132088757
9550	3.918405E-002	2.770824E-002	3.056344141
9638	4.027853E-002	5.345834E-002	3.137510720
9727	3.923527E-002	1.096537E-002	3.095017751
9817	3.976018E-002	2.084280E-002	3.104895178
9908	3.960952E-002	6.593887E-002	3.149991251
10000	3.940894E-002	1.316780E-003	3.085369157
