N	MC est. error	MC actual error	Value
1	0.000000E+000	8.584073E-001	4.000000
2	0.000000E+000	8.584073E-001	4.000000
3	1.088662E+000	1.808259E+000	1.333333
4	0.000000E+000	8.584073E-001	4.000000
5	7.155418E-001	5.840735E-002	3.200000
6	7.698004E-001	4.749260E-001	2.666667
7	0.000000E+000	8.584073E-001	4.000000
8	0.000000E+000	8.584073E-001	4.000000
9	6.625387E-001	9.193704E-001	2.222222
10	6.324555E-001	1.141593E+000	2.000000
11	5.371265E-001	2.325017E-001	2.909091
12	5.443311E-001	4.749260E-001	2.666667
13	4.002730E-001	2.430227E-001	3.384615
14	4.386568E-001	1.264489E-003	3.142857
15	3.510830E-001	3.250740E-001	3.466667
16	4.330127E-001	1.415927E-001	3.000000
17	4.115175E-001	8.276912E-002	3.058824
18	3.513642E-001	1.917407E-001	3.333333
19	3.346187E-001	2.268284E-001	3.368421
20	3.872983E-001	1.415927E-001	3.000000
21	3.717715E-001	9.397361E-002	3.047619
22	3.798058E-001	2.325017E-001	2.909091
23	3.440246E-001	1.115787E-002	3.130435
24	3.315927E-001	2.507401E-002	3.166667
25	3.200000E-001	5.840735E-002	3.200000
26	3.091681E-001	8.917658E-002	3.230769
27	3.200366E-001	3.048154E-002	3.111111
28	2.895155E-001	1.441216E-001	3.285714
29	3.008864E-001	3.082114E-002	3.172414
30	2.721655E-001	1.917407E-001	3.333333
31	3.358359E-001	4.319152E-001	2.709677
32	3.179217E-001	2.665927E-001	2.875000
33	2.846589E-001	9.922498E-003	3.151515
34	3.026446E-001	2.004162E-001	2.941176
35	3.138773E-001	3.987355E-001	2.742857
36	2.484520E-001	1.917407E-001	3.333333
37	2.707082E-001	6.457518E-003	3.135135
38	2.366112E-001	2.268284E-001	3.368421
39	3.019405E-001	4.749260E-001	2.666667
40	2.529822E-001	5.840735E-002	3.200000
41	2.475632E-001	7.791954E-002	3.219512
42	2.628821E-001	9.397361E-002	3.047619
43	2.576999E-001	7.182521E-002	3.069767
44	2.069419E-001	3.129528E-001	3.454545
45	2.562578E-001	1.193704E-001	3.022222
46	2.118383E-001	2.497117E-001	3.391304
47	2.470363E-001	7.776287E-002	3.063830
48	2.426584E-001	5.825932E-002	3.083333
49	2.112043E-001	2.053461E-001	3.346939
50	2.262742E-001	5.840735E-002	3.200000
51	2.135259E-001	1.525250E-001	3.294118
52	2.098507E-001	1.660997E-001	3.307692
53	2.149713E-001	1.036904E-001	3.245283
54	2.385412E-001	1.786297E-001	2.962963
55	2.291460E-001	8.704720E-002	3.054545
56	2.414726E-001	2.844498E-001	2.857143
57	1.840309E-001	2.970038E-001	3.438596
58	2.190261E-001	3.814438E-002	3.103448
59	2.433261E-001	4.297282E-001	2.711864
60	2.127422E-001	8.259320E-003	3.133333
61	2.097285E-001	5.948330E-003	3.147541
62	2.222856E-001	1.738507E-001	2.967742
63	2.146424E-001	9.397361E-002	3.047619
64	2.284405E-001	3.290927E-001	2.812500
65	2.039572E-001	3.131115E-003	3.138462
66	1.958185E-001	7.052856E-002	3.212121
67	1.666415E-001	3.210939E-001	3.462687
68	2.011315E-001	2.394559E-002	3.117647
69	2.032283E-001	6.912889E-002	3.072464
70	1.912366E-001	5.840735E-002	3.200000
71	1.888748E-001	6.967495E-002	3.211268
72	2.002014E-001	8.603710E-002	3.055556
73	1.978765E-001	7.309950E-002	3.068493
74	1.869322E-001	4.759654E-002	3.189189
75	2.073837E-001	2.615927E-001	2.880000
76	1.950697E-001	8.896107E-002	3.052632
77	1.758159E-001	1.311346E-001	3.272727
78	1.634108E-001	2.430227E-001	3.384615
79	1.849438E-001	2.352147E-003	3.139241
80	1.903122E-001	9.159265E-002	3.050000
81	1.976832E-001	2.280124E-001	2.913580
82	2.033512E-001	3.611048E-001	2.780488
83	1.644112E-001	1.837086E-001	3.325301
84	1.790809E-001	1.264489E-003	3.142857
85	1.900261E-001	1.768868E-001	2.964706
86	1.678500E-001	1.142213E-001	3.255814
87	1.804403E-001	6.113288E-002	3.080460
88	1.644607E-001	1.311346E-001	3.272727
89	1.769761E-001	4.046906E-002	3.101124
90	1.650373E-001	1.028518E-001	3.244444
91	1.418738E-001	3.309348E-001	3.472527
92	1.805788E-001	1.415927E-001	3.000000
93	1.438309E-001	2.992676E-001	3.440860
94	1.746811E-001	7.776287E-002	3.063830
95	1.608260E-001	1.005126E-001	3.242105
96	1.767767E-001	1.415927E-001	3.000000
97	1.507318E-001	1.986135E-001	3.340206
98	1.685928E-001	3.955184E-002	3.102041
99	1.671337E-001	3.048154E-002	3.111111
100	1.387948E-001	2.984073E-001	3.440000
101	1.781634E-001	2.505035E-001	2.891089
102	1.601444E-001	3.487793E-002	3.176471
103	1.528694E-001	1.205433E-001	3.262136
104	1.253125E-001	3.968689E-001	3.538462
105	1.502803E-001	1.345978E-001	3.276190
106	1.767310E-001	3.114040E-001	2.830189
107	1.612980E-001	3.878892E-002	3.102804
108	1.523329E-001	8.062957E-002	3.222222
109	1.482963E-001	1.244624E-001	3.266055
110	1.620307E-001	8.704720E-002	3.054545
111	1.703340E-001	2.587098E-001	2.882883
112	1.673788E-001	2.130212E-001	2.928571
113	1.276736E-001	3.274339E-001	3.469027
114	1.396180E-001	1.917407E-001	3.333333
115	1.492008E-001	5.840735E-002	3.200000
116	1.455956E-001	9.978666E-002	3.241379
117	1.577812E-001	9.885761E-002	3.042735
118	1.546819E-001	5.684689E-002	3.084746
119	1.397855E-001	1.525250E-001	3.294118
120	1.544404E-001	7.492599E-002	3.066667
121	1.426786E-001	9.807677E-002	3.239669
122	1.503363E-001	2.683856E-002	3.114754
123	1.654064E-001	3.448447E-001	2.796748
124	1.571797E-001	1.738507E-001	2.967742
125	1.527979E-001	1.015927E-001	3.040000
126	1.442085E-001	3.301052E-002	3.174603
127	1.471469E-001	2.348242E-002	3.118110
128	1.422433E-001	4.590735E-002	3.187500
129	1.487831E-001	7.182521E-002	3.069767
130	1.478106E-001	6.466958E-002	3.076923
131	1.230662E-001	2.782547E-001	3.419847
132	1.404351E-001	4.022553E-002	3.181818
133	1.432182E-001	1.377310E-002	3.127820
134	1.205393E-001	2.912432E-001	3.432836
135	1.464040E-001	8.974080E-002	3.051852
136	1.526406E-001	2.298279E-001	2.911765
137	1.299044E-001	1.576774E-001	3.299270
138	1.421066E-001	4.014338E-002	3.101449
139	1.323012E-001	1.102059E-001	3.251799
140	1.370025E-001	2.983592E-002	3.171429
141	1.286561E-001	1.491875E-001	3.290780
142	1.353212E-001	4.150594E-002	3.183099
143	1.270477E-001	1.591066E-001	3.300699
144	1.400989E-001	5.825932E-002	3.083333
145	1.254783E-001	1.687522E-001	3.310345
146	1.206000E-001	2.282704E-001	3.369863
147	1.312877E-001	6.929170E-002	3.210884
148	1.287766E-001	1.016506E-001	3.243243
149	1.402720E-001	1.080356E-001	3.033557
150	1.381357E-001	7.492599E-002	3.066667
151	1.282252E-001	9.019543E-002	3.231788
152	1.365908E-001	6.264529E-002	3.078947
153	1.214539E-001	1.786688E-001	3.320261
154	1.276587E-001	7.918657E-002	3.220779
155	1.236071E-001	1.358267E-001	3.277419
156	1.262173E-001	8.917658E-002	3.230769
157	1.238838E-001	1.195538E-001	3.261146
158	1.405814E-001	2.048838E-001	2.936709
159	1.314344E-001	2.209580E-002	3.119497
160	1.067818E-001	3.334073E-001	3.475000
161	1.338645E-001	8.569203E-002	3.055901
162	1.366382E-001	1.539383E-001	2.987654
163	1.370238E-001	1.722675E-001	2.969325
164	1.237816E-001	7.791954E-002	3.219512
165	1.216375E-001	1.068922E-001	3.248485
166	1.316231E-001	8.135169E-002	3.060241
167	1.203471E-001	1.158924E-001	3.257485
168	1.150109E-001	1.917407E-001	3.333333
169	1.233492E-001	5.367362E-002	3.195266
170	1.213400E-001	8.193676E-002	3.223529
171	1.247050E-001	1.630208E-002	3.157895
172	1.186879E-001	1.142213E-001	3.255814
173	1.166315E-001	1.416443E-001	3.283237
174	1.264548E-001	3.814438E-002	3.103448
175	1.196333E-001	8.126449E-002	3.222857
176	1.285192E-001	9.613811E-002	3.045455
177	1.142766E-001	1.578424E-001	3.299435
178	1.122332E-001	1.842500E-001	3.325843
179	1.145550E-001	1.433235E-001	3.284916
180	1.261001E-001	7.492599E-002	3.066667
181	1.042785E-001	2.838217E-001	3.425414
182	1.227798E-001	2.071353E-002	3.120879
183	1.243419E-001	5.962544E-002	3.081967
184	1.216311E-001	1.115787E-002	3.130435
185	1.289090E-001	1.794305E-001	2.962162
186	1.078732E-001	2.132461E-001	3.354839
187	1.268851E-001	1.469402E-001	2.994652
188	1.159879E-001	7.117330E-002	3.212766
189	1.199196E-001	9.317521E-003	3.132275
190	1.058157E-001	2.268284E-001	3.368421
191	1.198748E-001	2.117381E-002	3.120419
192	1.193379E-001	1.659265E-002	3.125000
193	1.144937E-001	7.084258E-002	3.212435
194	1.150948E-001	5.428364E-002	3.195876
195	1.167241E-001	1.738171E-002	3.158974
196	1.151511E-001	4.208082E-002	3.183673
197	1.196434E-001	5.529824E-002	3.086294
198	1.096405E-001	1.311346E-001	3.272727
199	1.195377E-001	6.621577E-002	3.075377
200	1.152042E-001	1.840735E-002	3.160000
201	1.166654E-001	1.721454E-002	3.124378
202	1.099883E-001	1.059321E-001	3.247525
203	1.184206E-001	6.770103E-002	3.073892
204	1.151864E-001	4.337752E-003	3.137255
205	1.183041E-001	7.817802E-002	3.063415
206	1.069802E-001	1.399607E-001	3.281553
207	1.197986E-001	1.270999E-001	3.014493
208	1.151069E-001	2.620804E-002	3.115385
209	1.127999E-001	1.630208E-002	3.157895
210	1.004557E-001	2.298359E-001	3.371429
211	1.109239E-001	4.324147E-002	3.184834
212	1.132372E-001	9.517182E-003	3.132075
213	1.090469E-001	6.967495E-002	3.211268
214	1.044931E-001	1.481270E-001	3.289720
215	1.144338E-001	5.322056E-002	3.088372
216	1.057221E-001	1.176666E-001	3.259259
217	1.201664E-001	2.107171E-001	2.930876
218	1.169483E-001	1.324183E-001	3.009174
219	1.172188E-001	1.461589E-001	2.995434
220	1.160585E-001	1.234108E-001	3.018182
221	1.101020E-001	7.728613E-003	3.149321
222	1.070205E-001	6.561455E-002	3.207207
223	1.075026E-001	5.123246E-002	3.192825
224	1.096642E-001	1.264489E-003	3.142857
225	1.108639E-001	3.048154E-002	3.111111
226	1.148724E-001	1.327431E-001	3.008850
227	1.108058E-001	4.027107E-002	3.101322
228	1.096106E-001	1.878564E-002	3.122807
229	1.091989E-001	1.495510E-002	3.126638
230	1.110690E-001	6.333178E-002	3.078261
231	1.120933E-001	9.397361E-002	3.047619
232	1.011182E-001	1.342694E-001	3.275862
233	1.139533E-001	1.544682E-001	2.987124
234	1.101715E-001	6.466958E-002	3.076923
235	1.067896E-001	7.343517E-003	3.148936
236	1.100811E-001	7.379604E-002	3.067797
237	1.036008E-001	6.515840E-002	3.206751
238	1.056230E-001	1.807121E-002	3.159664
239	9.938604E-002	1.387421E-001	3.280335
240	1.032796E-001	5.840735E-002	3.200000
241	1.081365E-001	5.445572E-002	3.087137
242	1.056125E-001	1.096786E-003	3.140496
243	1.093832E-001	9.632516E-002	3.045267
244	1.055917E-001	1.044511E-002	3.131148
245	9.895372E-002	1.237135E-001	3.265306
246	1.041262E-001	1.287889E-002	3.154472
247	1.030215E-001	3.249642E-002	3.174089
248	1.093876E-001	1.254636E-001	3.016129
249	9.999531E-002	8.732301E-002	3.228916
250	1.086540E-001	1.175927E-001	3.024000
251	1.030433E-001	1.378583E-002	3.155378
252	1.033924E-001	1.264489E-003	3.142857
253	9.937848E-002	8.370379E-002	3.225296
254	1.089623E-001	1.494667E-001	2.992126
255	1.056340E-001	6.708285E-002	3.074510
256	1.012945E-001	3.028235E-002	3.171875
257	9.801443E-002	9.576143E-002	3.237354
258	1.086558E-001	1.648485E-001	2.976744
259	1.042441E-001	5.278956E-002	3.088803
260	1.119366E-001	2.800542E-001	2.861538
261	1.029346E-001	3.048154E-002	3.111111
262	1.025976E-001	2.708884E-002	3.114504
263	9.678347E-002	9.795107E-002	3.239544
264	1.037689E-001	6.583508E-002	3.075758
265	9.686863E-002	8.859603E-002	3.230189
266	1.059313E-001	1.340739E-001	3.007519
267	1.033632E-001	7.043160E-002	3.071161
268	9.662430E-002	8.228794E-002	3.223881
269	1.059947E-001	1.527451E-001	2.988848
270	9.456070E-002	1.176666E-001	3.259259
271	9.965747E-002	2.318786E-003	3.143911
272	9.169525E-002	1.672309E-001	3.308824
273	1.019990E-001	6.466958E-002	3.076923
274	9.871315E-002	1.169202E-002	3.153285
275	1.019277E-001	7.250174E-002	3.069091
276	9.990346E-002	2.565062E-002	3.115942
277	9.521155E-002	7.862395E-002	3.220217
278	9.685596E-002	3.826346E-002	3.179856
279	9.255635E-002	1.272246E-001	3.268817
280	9.687538E-002	2.983592E-002	3.171429
281	9.401785E-002	8.972407E-002	3.231317
282	9.627740E-002	3.571231E-002	3.177305
283	1.000150E-001	6.032057E-002	3.081272
284	9.689070E-002	1.333692E-002	3.154930
285	9.539369E-002	4.437226E-002	3.185965
286	9.912056E-002	5.068356E-002	3.090909
287	1.008997E-001	1.032651E-001	3.038328
288	9.391061E-002	6.674068E-002	3.208333
289	1.040223E-001	2.073366E-001	2.934256
290	9.395524E-002	5.840735E-002	3.200000
291	9.712330E-002	2.131774E-002	3.120275
292	1.004179E-001	1.141954E-001	3.027397
293	9.655311E-002	1.531279E-002	3.126280
294	9.680848E-002	2.594640E-002	3.115646
295	1.014072E-001	1.585418E-001	2.983051
296	9.570980E-002	6.457518E-003	3.135135
297	8.684779E-002	1.850067E-001	3.326599
298	9.291797E-002	5.303822E-002	3.194631
299	9.541526E-002	1.115787E-002	3.130435
300	9.514122E-002	8.259320E-003	3.133333
301	1.005957E-001	1.648485E-001	2.976744
302	9.459767E-002	2.519806E-003	3.139073
303	8.919460E-002	1.191334E-001	3.260726
304	9.131038E-002	6.893366E-002	3.210526
305	9.631483E-002	5.962544E-002	3.081967
306	8.962263E-002	1.002374E-001	3.241830
307	9.273540E-002	2.453112E-002	3.166124
308	8.790796E-002	1.311346E-001	3.272727
309	8.704032E-002	1.464332E-001	3.288026
310	9.087389E-002	5.840735E-002	3.200000
311	9.375124E-002	1.619072E-002	3.125402
312	8.439495E-002	1.917407E-001	3.333333
313	9.273602E-002	2.177314E-003	3.143770
314	8.874788E-002	9.407614E-002	3.235669
315	9.321510E-002	1.778313E-002	3.123810
316	9.529123E-002	7.830151E-002	3.063291
317	8.319471E-002	2.022559E-001	3.343849
318	9.147314E-002	1.564005E-002	3.157233
319	8.207794E-002	2.189089E-001	3.360502
320	8.312441E-002	1.959073E-001	3.337500
321	9.490570E-002	8.863315E-002	3.052960
322	9.333344E-002	4.842495E-002	3.093168
323	9.353448E-002	5.800132E-002	3.083591
324	9.500738E-002	1.045556E-001	3.037037
325	8.495806E-002	1.445612E-001	3.286154
326	9.409762E-002	8.637793E-002	3.055215
327	8.928170E-002	3.883548E-002	3.180428
328	8.804076E-002	6.572442E-002	3.207317
329	8.228540E-002	1.897143E-001	3.331307
330	9.094214E-002	1.431993E-002	3.127273
331	8.882809E-002	3.665508E-002	3.178248
332	8.659848E-002	8.732301E-002	3.228916
333	8.977873E-002	5.554494E-003	3.147147
334	8.176298E-002	1.877487E-001	3.329341
335	8.487308E-002	1.181088E-001	3.259701
336	8.998920E-002	1.064027E-002	3.130952
337	9.349581E-002	1.148864E-001	3.026706
338	8.997104E-002	1.733230E-002	3.124260
339	8.747156E-002	4.424805E-002	3.185841
340	8.817530E-002	2.311323E-002	3.164706
341	8.606788E-002	7.248359E-002	3.214076
342	8.862544E-002	4.606177E-003	3.146199
343	9.052928E-002	5.121364E-002	3.090379
344	8.588777E-002	6.770967E-002	3.209302
345	8.660575E-002	4.681314E-002	3.188406
346	8.860559E-002	8.644677E-003	3.132948
347	9.411386E-002	1.790566E-001	2.962536
348	9.061274E-002	7.262714E-002	3.068966
349	9.226754E-002	1.272660E-001	3.014327
350	8.642643E-002	3.555020E-002	3.177143
351	8.793716E-002	7.689520E-003	3.133903
352	8.687289E-002	1.749826E-002	3.159091
353	9.102796E-002	1.047655E-001	3.036827
354	9.006972E-002	7.944576E-002	3.062147
355	9.367024E-002	2.007476E-001	2.940845
356	8.515505E-002	4.941858E-002	3.191011
357	9.123787E-002	1.275871E-001	3.014006
358	8.050387E-002	1.544967E-001	3.296089
359	8.582388E-002	2.275275E-002	3.164345
360	8.764563E-002	3.048154E-002	3.111111
361	8.895671E-002	7.234058E-002	3.069252
362	8.257631E-002	9.597641E-002	3.237569
363	8.779305E-002	4.517392E-002	3.096419
364	8.262864E-002	8.917658E-002	3.230769
365	8.242913E-002	9.128406E-002	3.232877
366	8.480943E-002	2.780625E-002	3.169399
367	8.501690E-002	1.917029E-002	3.160763
368	8.561517E-002	2.883058E-004	3.141304
369	8.208386E-002	8.875965E-002	3.230352
370	8.711242E-002	4.970076E-002	3.091892
371	8.654349E-002	3.647136E-002	3.105121
372	8.442412E-002	1.969767E-002	3.161290
373	8.614593E-002	3.167308E-002	3.109920
374	8.703583E-002	6.137875E-002	3.080214
375	8.719046E-002	6.959265E-002	3.072000
376	8.480701E-002	3.294781E-003	3.138298
377	8.679738E-002	6.466958E-002	3.076923
378	8.286114E-002	4.359253E-002	3.185185
379	8.016886E-002	1.090670E-001	3.250660
380	8.287726E-002	3.735471E-002	3.178947
381	8.602126E-002	5.497848E-002	3.086614
382	8.088280E-002	8.353824E-002	3.225131
383	8.493358E-002	2.932111E-002	3.112272
384	8.132898E-002	6.674068E-002	3.208333
385	8.232716E-002	3.762813E-002	3.179221
386	8.175262E-002	5.011719E-002	3.191710
387	7.954627E-002	1.038854E-001	3.245478
388	8.399302E-002	1.788131E-002	3.123711
389	8.272022E-002	1.521969E-002	3.156812
390	8.140608E-002	4.815094E-002	3.189744
391	8.083777E-002	6.045338E-002	3.202046
392	7.605188E-002	1.747339E-001	3.316327
393	8.669319E-002	1.186919E-001	3.022901
394	8.180877E-002	2.592004E-002	3.167513
395	8.891151E-002	2.048838E-001	2.936709
396	8.181415E-002	2.002351E-002	3.161616
397	8.304523E-002	1.816696E-002	3.123426
398	8.452594E-002	6.621577E-002	3.075377
399	8.234212E-002	3.748042E-003	3.137845
400	8.384360E-002	5.159265E-002	3.090000
401	7.982537E-002	6.040236E-002	3.201995
402	8.039015E-002	4.248695E-002	3.184080
403	8.577423E-002	1.242229E-001	3.017370
404	8.500471E-002	1.019887E-001	3.039604
405	8.093976E-002	1.890117E-002	3.160494
406	8.373599E-002	6.770103E-002	3.073892
407	7.879293E-002	7.216656E-002	3.213759
408	8.369581E-002	7.296520E-002	3.068627
409	8.529255E-002	1.293677E-001	3.012225
410	8.241223E-002	3.915363E-002	3.102439
411	7.581027E-002	1.382127E-001	3.279805
412	7.868248E-002	6.229084E-002	3.203883
413	8.221506E-002	4.231905E-002	3.099274
414	8.385565E-002	9.811439E-002	3.043478
415	8.309737E-002	7.653241E-002	3.065060
416	8.075140E-002	6.977269E-003	3.134615
417	7.992731E-002	1.428265E-002	3.155875
418	8.041809E-002	2.836673E-003	3.138756
419	8.151632E-002	3.896736E-002	3.102625
420	8.581501E-002	1.892117E-001	2.952381
421	7.926844E-002	2.230283E-002	3.163895
422	8.101999E-002	3.258791E-002	3.109005
423	8.205483E-002	6.830660E-002	3.073286
424	8.218082E-002	7.555492E-002	3.066038
425	7.959220E-002	1.936758E-003	3.143529
426	8.506724E-002	1.838462E-001	2.957746
427	7.694934E-002	7.152210E-002	3.213115
428	7.814031E-002	3.597744E-002	3.177570
429	7.830843E-002	2.857052E-002	3.170163
430	7.815009E-002	3.050037E-002	3.172093
431	7.147012E-002	1.994746E-001	3.341067
432	7.783527E-002	3.433327E-002	3.175926
433	7.863199E-002	8.522820E-003	3.150115
434	7.653573E-002	6.578062E-002	3.207373
435	7.923688E-002	1.515587E-002	3.126437
436	7.877841E-002	3.977975E-003	3.137615
437	8.066185E-002	6.607778E-002	3.075515
438	8.050530E-002	6.396708E-002	3.077626
439	7.738798E-002	2.925017E-002	3.170843
440	7.691946E-002	4.022553E-002	3.181818
441	8.139120E-002	1.030439E-001	3.038549
442	7.661595E-002	4.392771E-002	3.185520
443	8.055100E-002	8.064457E-002	3.060948
444	8.219949E-002	1.415927E-001	3.000000
445	7.769907E-002	4.474762E-003	3.146067
446	7.601582E-002	5.123246E-002	3.192825
447	8.293574E-002	1.796240E-001	2.961969
448	7.694998E-002	1.912163E-002	3.160714
449	8.239723E-002	1.660915E-001	2.975501
450	7.347192E-002	1.117407E-001	3.253333
451	7.620407E-002	3.357364E-002	3.175166
452	7.318396E-002	1.150445E-001	3.256637
453	7.709453E-002	1.895205E-003	3.143488
454	7.915595E-002	6.670279E-002	3.074890
455	7.592074E-002	3.203372E-002	3.173626
456	7.577587E-002	3.384594E-002	3.175439
457	7.533172E-002	4.440297E-002	3.185996
458	7.830330E-002	4.988960E-002	3.091703
459	7.504521E-002	4.794983E-002	3.189542
460	7.747558E-002	2.854918E-002	3.113043
461	7.989697E-002	1.133931E-001	3.028200
462	7.550456E-002	2.723852E-002	3.168831
463	7.621787E-002	3.115770E-003	3.144708
464	7.403693E-002	6.530390E-002	3.206897
465	7.103155E-002	1.444289E-001	3.286022
466	7.688702E-002	2.571283E-002	3.115880
467	7.392000E-002	6.183347E-002	3.203426
468	7.407829E-002	5.498854E-002	3.196581
469	7.452307E-002	3.964402E-002	3.181237
470	7.762102E-002	6.074159E-002	3.080851
471	7.748075E-002	5.879011E-002	3.082803
472	7.708774E-002	4.837231E-002	3.093220
473	7.219197E-002	9.730798E-002	3.238901
474	7.412232E-002	3.984195E-002	3.181435
475	7.589675E-002	1.738213E-002	3.124211
476	7.522903E-002	1.264489E-003	3.142857
477	7.924966E-002	1.394962E-001	3.002096
478	8.040083E-002	1.876178E-001	2.953975
479	7.783153E-002	9.357595E-002	3.048017
480	7.245289E-002	7.507401E-002	3.216667
481	7.112987E-002	1.099666E-001	3.251559
482	7.304755E-002	5.342809E-002	3.195021
483	7.146964E-002	9.650258E-002	3.238095
484	7.519531E-002	1.762571E-002	3.123967
485	7.556661E-002	3.231430E-002	3.109278
486	7.415212E-002	1.067072E-002	3.152263
487	7.627658E-002	6.151052E-002	3.080082
488	7.388891E-002	1.414505E-002	3.155738
489	6.854833E-002	1.631108E-001	3.304703
490	7.563921E-002	4.771510E-002	3.093878
491	7.375813E-002	1.115684E-002	3.152749
492	7.699972E-002	1.009422E-001	3.040650
493	7.161815E-002	7.138909E-002	3.212982
494	7.388195E-002	1.077513E-004	3.141700
495	7.474444E-002	3.048154E-002	3.111111
496	7.387613E-002	4.495879E-003	3.137097
497	7.219942E-002	4.553008E-002	3.187123
498	7.259942E-002	3.109811E-002	3.172691
499	7.167961E-002	5.680414E-002	3.198397
500	7.101189E-002	7.440735E-002	3.216000
501	7.195980E-002	4.403609E-002	3.185629
502	6.935975E-002	1.173715E-001	3.258964
503	7.091144E-002	7.113100E-002	3.212724
504	7.261204E-002	1.713751E-002	3.158730
505	7.801792E-002	1.792164E-001	2.962376
506	7.937334E-002	2.404069E-001	2.901186
507	6.959925E-002	1.010109E-001	3.242604
508	7.333667E-002	1.560840E-002	3.125984
509	7.568655E-002	1.003353E-001	3.041257
510	7.534808E-002	9.061226E-002	3.050980
511	7.479028E-002	7.309950E-002	3.068493
512	6.899813E-002	1.084073E-001	3.250000
513	7.295669E-002	1.488700E-002	3.126706
514	6.820306E-002	1.268898E-001	3.268482
515	7.317686E-002	2.702955E-002	3.114563
516	7.439156E-002	7.182521E-002	3.069767
517	7.338805E-002	3.907815E-002	3.102515
518	7.211474E-002	1.264489E-003	3.142857
519	7.445333E-002	8.186240E-002	3.059730
520	7.454230E-002	8.774650E-002	3.053846
521	7.054730E-002	4.458777E-002	3.186180
522	7.300871E-002	3.814438E-002	3.103448
523	7.539637E-002	1.282083E-001	3.013384
524	6.866667E-002	9.504857E-002	3.236641
525	7.151631E-002	5.074013E-003	3.146667
526	7.253305E-002	3.132649E-002	3.110266
527	6.909484E-002	7.662367E-002	3.218216
528	7.316426E-002	5.825932E-002	3.083333
529	7.218019E-002	2.628074E-002	3.115312
530	7.184149E-002	1.706435E-002	3.124528
531	6.680338E-002	1.352435E-001	3.276836
532	7.226717E-002	3.632950E-002	3.105263
533	7.257891E-002	4.966020E-002	3.091932
534	7.203534E-002	3.297842E-002	3.108614
535	6.965421E-002	4.345408E-002	3.185047
536	7.114861E-002	7.264295E-003	3.134328
537	7.211704E-002	4.289619E-002	3.098696
538	7.262691E-002	6.352574E-002	3.078067
539	7.058439E-002	4.975064E-003	3.146568
540	7.091408E-002	8.259320E-003	3.133333
541	7.080109E-002	6.657349E-003	3.134935
542	7.002214E-002	1.707893E-002	3.158672
543	6.991032E-002	1.862834E-002	3.160221
544	6.743799E-002	9.370146E-002	3.235294
545	7.282940E-002	8.838164E-002	3.053211
546	6.866108E-002	5.254654E-002	3.194139
547	7.298966E-002	9.954512E-002	3.042048
548	7.190029E-002	6.130068E-002	3.080292
549	6.946967E-002	2.052028E-002	3.162113
550	7.284354E-002	1.015927E-001	3.040000
551	7.075240E-002	2.725509E-002	3.114338
552	6.914185E-002	2.507401E-002	3.166667
553	6.881086E-002	3.381422E-002	3.175407
554	7.021534E-002	1.523886E-002	3.126354
555	7.247739E-002	1.001512E-001	3.041441
556	7.121612E-002	5.526172E-002	3.086331
557	7.188159E-002	8.234669E-002	3.059246
558	6.782427E-002	5.553996E-002	3.197133
559	6.925356E-002	6.886774E-003	3.148479
560	6.997956E-002	2.016408E-002	3.121429
561	7.087036E-002	5.424863E-002	3.087344
562	6.576704E-002	1.110764E-001	3.252669
563	7.123196E-002	7.232090E-002	3.069272
564	6.603761E-002	9.954210E-002	3.241135
565	6.985036E-002	2.654841E-002	3.115044
566	6.892996E-002	3.283671E-003	3.144876
567	7.023000E-002	4.459089E-002	3.097002
568	6.809022E-002	2.742143E-002	3.169014
569	7.040371E-002	5.547666E-002	3.086116
570	6.971905E-002	3.282072E-002	3.108772
571	6.820005E-002	1.777687E-002	3.159370
572	6.809666E-002	1.924651E-002	3.160839
573	7.054727E-002	7.003942E-002	3.071553
574	7.025711E-002	6.145328E-002	3.080139
575	7.308970E-002	1.781144E-001	2.963478
576	7.131393E-002	1.068704E-001	3.034722
577	6.859943E-002	8.143780E-003	3.133449
578	6.869462E-002	1.356497E-002	3.128028
579	7.065023E-002	8.805207E-002	3.053541
580	6.395278E-002	1.342694E-001	3.275862
581	6.385485E-002	1.355158E-001	3.277108
582	6.666157E-002	4.741078E-002	3.189003
583	6.798998E-002	7.744133E-004	3.142367
584	6.625095E-002	5.703748E-002	3.198630
585	6.593889E-002	6.524495E-002	3.206838
586	6.749093E-002	1.199096E-002	3.153584
587	6.778578E-002	1.957200E-004	3.141397
588	6.585631E-002	6.248898E-002	3.204082
589	6.835418E-002	2.444495E-002	3.117148
590	6.768218E-002	2.609603E-003	3.138983
591	6.448453E-002	1.003701E-001	3.241963
592	6.767705E-002	6.457518E-003	3.135135
593	6.429238E-002	1.029267E-001	3.244519
594	6.630270E-002	3.685852E-002	3.178451
595	6.813370E-002	2.898761E-002	3.112605
596	6.650778E-002	2.619258E-002	3.167785
597	6.756606E-002	1.261443E-002	3.128978
598	7.010376E-002	1.114923E-001	3.030100
599	6.541512E-002	5.707179E-002	3.198664
600	6.727500E-002	8.259320E-003	3.133333
601	6.862436E-002	6.006187E-002	3.081531
602	6.852733E-002	5.853618E-002	3.083056
603	6.825544E-002	5.038204E-002	3.091211
604	6.968090E-002	1.084801E-001	3.033113
605	6.158949E-002	1.641925E-001	3.305785
606	6.535475E-002	4.652616E-002	3.188119
607	6.733796E-002	2.462396E-002	3.116969
