N	MC est. error	MC actual error	Value
4416	2.435676E-002	3.322619E-002	3.174819
4417	2.509826E-002	3.812876E-002	3.103464
4418	2.502095E-002	3.068274E-002	3.110910
4419	2.439168E-002	2.926048E-002	3.170853
4420	2.461955E-002	7.728613E-003	3.149321
4421	2.458601E-002	1.063535E-002	3.152228
4422	2.517245E-002	4.706529E-002	3.094527
4423	2.494193E-002	2.425148E-002	3.117341
4424	2.450418E-002	1.753935E-002	3.159132
4425	2.488633E-002	1.933277E-002	3.122260
4426	2.470451E-002	1.963191E-003	3.139629
4427	2.450909E-002	1.630208E-002	3.157895
4428	2.477919E-002	9.704668E-003	3.131888
4429	2.493121E-002	2.486201E-002	3.116731
4430	2.502620E-002	3.459491E-002	3.106998
4431	2.447062E-002	1.886774E-002	3.160460
4432	2.437842E-002	2.717991E-002	3.168773
4433	2.448034E-002	1.744186E-002	3.159035
4434	2.438837E-002	2.575060E-002	3.167343
4435	2.449962E-002	1.511535E-002	3.156708
4436	2.496107E-002	2.978021E-002	3.111812
4437	2.481003E-002	1.515587E-002	3.126437
4438	2.448527E-002	1.568540E-002	3.157278
4439	2.429609E-002	3.299622E-002	3.174589
4440	2.521734E-002	5.690797E-002	3.084685
4441	2.487336E-002	2.247534E-002	3.119117
4442	2.461826E-002	2.036342E-003	3.143629
4443	2.488197E-002	2.387940E-002	3.117713
4444	2.487717E-002	2.368086E-002	3.117912
4445	2.437475E-002	2.421162E-002	3.165804
4446	2.484934E-002	2.148469E-002	3.120108
4447	2.515731E-002	5.276873E-002	3.088824
4448	2.475722E-002	1.299553E-002	3.128597
4449	2.460359E-002	1.585589E-003	3.143178
4450	2.463629E-002	1.817373E-003	3.139775
4451	2.440407E-002	1.994408E-002	3.161537
4452	2.468260E-002	6.821764E-003	3.134771
4453	2.450906E-002	9.541413E-003	3.151134
4454	2.491061E-002	2.978304E-002	3.111810
4455	2.468680E-002	8.034853E-003	3.133558
4456	2.530399E-002	7.067703E-002	3.070916
4457	2.481484E-002	2.110802E-002	3.120485
4458	2.501638E-002	4.154779E-002	3.100045
4459	2.441396E-002	1.696308E-002	3.158556
4460	2.461656E-002	2.579201E-003	3.139013
4461	2.463966E-002	5.076177E-003	3.136516
4462	2.434226E-002	2.290757E-002	3.164500
4463	2.440453E-002	1.682097E-002	3.158414
4464	2.422641E-002	3.313853E-002	3.174731
4465	2.513174E-002	5.536645E-002	3.086226
4466	2.431372E-002	2.455155E-002	3.166144
4467	2.483043E-002	2.540729E-002	3.116185
4468	2.448499E-002	7.914956E-003	3.149508
4469	2.464780E-002	8.005721E-003	3.133587
4470	2.472551E-002	1.586558E-002	3.125727
4471	2.434759E-002	2.011614E-002	3.161709
4472	2.465195E-002	9.213405E-003	3.132379
4473	2.461037E-002	5.442419E-003	3.136150
4474	2.457789E-002	2.567173E-003	3.139025
4475	2.448937E-002	5.669916E-003	3.147263
4476	2.486819E-002	3.167308E-002	3.109920
4477	2.487233E-002	3.236773E-002	3.109225
4478	2.453112E-002	8.816653E-004	3.142474
4479	2.429076E-002	2.339953E-002	3.164992
4480	2.459563E-002	5.878368E-003	3.135714
4481	2.444229E-002	8.597036E-003	3.150190
4482	2.420945E-002	3.020565E-002	3.171798
4483	2.431009E-002	2.057554E-002	3.162168
4484	2.471351E-002	1.848828E-002	3.123104
4485	2.480758E-002	2.810324E-002	3.113489
4486	2.465871E-002	1.363902E-002	3.127954
4487	2.431029E-002	1.953951E-002	3.161132
4488	2.439054E-002	1.170503E-002	3.153298
4489	2.427238E-002	2.258645E-002	3.164179
4490	2.468511E-002	1.731648E-002	3.124276
4491	2.449756E-002	6.919155E-004	3.142285
4492	2.460305E-002	9.802805E-003	3.131790
4493	2.460744E-002	1.049984E-002	3.131093
4494	2.429638E-002	1.906600E-002	3.160659
4495	2.426326E-002	2.192236E-002	3.163515
4496	2.435296E-002	1.321162E-002	3.154804
4497	2.400337E-002	4.542091E-002	3.187014
4498	2.430596E-002	1.714456E-002	3.158737
4499	2.441359E-002	6.662514E-003	3.148255
4500	2.435295E-002	1.218512E-002	3.153778
4501	2.461514E-002	1.339892E-002	3.128194
4502	2.444585E-002	2.787622E-003	3.144380
4503	2.447803E-002	5.755539E-004	3.141017
4504	2.437155E-002	9.384256E-003	3.150977
4505	2.487181E-002	4.014981E-002	3.101443
4506	2.444555E-002	1.771749E-003	3.143364
4507	2.445927E-002	1.868006E-004	3.141779
4508	2.455505E-002	9.383248E-003	3.132209
4509	2.449573E-002	3.868103E-003	3.137725
4510	2.440838E-002	4.305351E-003	3.145898
4511	2.458622E-002	1.323974E-002	3.128353
4512	2.442667E-002	2.024368E-003	3.143617
4513	2.471098E-002	2.614838E-002	3.115444
4514	2.425004E-002	1.835418E-002	3.159947
4515	2.392958E-002	4.777612E-002	3.189369
4516	2.455377E-002	1.138893E-002	3.130204
4517	2.425483E-002	1.714102E-002	3.158734
4518	2.453537E-002	1.011855E-002	3.131474
4519	2.446719E-002	3.730295E-003	3.137862
4520	2.436169E-002	6.194957E-003	3.147788
4521	2.440302E-002	1.959658E-003	3.143552
4522	2.420344E-002	2.072491E-002	3.162318
4523	2.447579E-002	5.620953E-003	3.135972
4524	2.475622E-002	3.372351E-002	3.107869
4525	2.430144E-002	1.067254E-002	3.152265
4526	2.447993E-002	6.815809E-003	3.134777
4527	2.445714E-002	4.857509E-003	3.136735
4528	2.444341E-002	3.783466E-003	3.137809
4529	2.455592E-002	1.507466E-002	3.126518
4530	2.464904E-002	2.459486E-002	3.116998
4531	2.443852E-002	4.095412E-003	3.137497
4532	2.420389E-002	1.816021E-002	3.159753
4533	2.391446E-002	4.481811E-002	3.186411
4534	2.411023E-002	2.647087E-002	3.168064
4535	2.396300E-002	3.988474E-002	3.181477
4536	2.421332E-002	1.625567E-002	3.157848
4537	2.419008E-002	1.820457E-002	3.159797
4538	2.424116E-002	1.310104E-002	3.154694
4539	2.409657E-002	2.650605E-002	3.168099
4540	2.483708E-002	4.643847E-002	3.095154
4541	2.429178E-002	7.493451E-003	3.149086
4542	2.415767E-002	2.001016E-002	3.161603
4543	2.451755E-002	1.502431E-002	3.126568
4544	2.431452E-002	4.534107E-003	3.146127
4545	2.414383E-002	2.056356E-002	3.162156
4546	2.425949E-002	9.309238E-003	3.150902
4547	2.437335E-002	1.940135E-003	3.139653
4548	2.423188E-002	1.144165E-002	3.153034
4549	2.440020E-002	5.079134E-003	3.136514
4550	2.437755E-002	3.131115E-003	3.138462
4551	2.432769E-002	1.452831E-003	3.143045
4552	2.429580E-002	4.277294E-003	3.145870
4553	2.459479E-002	2.540552E-002	3.116187
4554	2.487373E-002	5.419696E-002	3.087396
4555	2.423633E-002	9.230618E-003	3.150823
4556	2.409324E-002	2.258645E-002	3.164179
4557	2.465464E-002	3.252967E-002	3.109063
4558	2.446586E-002	1.390507E-002	3.127688
4559	2.436302E-002	4.062493E-003	3.137530
4560	2.406559E-002	2.419682E-002	3.165789
4561	2.448742E-002	1.683931E-002	3.124753
4562	2.468328E-002	3.681405E-002	3.104779
4563	2.429051E-002	1.953259E-003	3.143546
4564	2.433999E-002	3.117632E-003	3.138475
4565	2.466940E-002	3.622573E-002	3.105367
4566	2.461300E-002	3.077356E-002	3.110819
4567	2.428117E-002	1.827535E-003	3.143420
4568	2.375443E-002	5.105183E-002	3.192644
4569	2.453830E-002	2.406147E-002	3.117531
4570	2.430343E-002	1.111253E-003	3.140481
4571	2.452035E-002	2.280027E-002	3.118792
4572	2.411248E-002	1.676255E-002	3.158355
4573	2.414459E-002	1.344780E-002	3.155040
4574	2.472179E-002	4.408500E-002	3.097508
4575	2.464896E-002	3.689320E-002	3.104699
4576	2.417649E-002	9.631123E-003	3.151224
4577	2.430719E-002	3.292457E-003	3.138300
4578	2.414914E-002	1.174942E-002	3.153342
4579	2.396952E-002	2.853183E-002	3.170124
4580	2.431131E-002	4.474750E-003	3.137118
4581	2.434233E-002	7.779076E-003	3.133814
4582	2.391855E-002	3.256710E-002	3.174160
4583	2.455197E-002	2.922084E-002	3.112372
4584	2.439048E-002	1.332040E-002	3.128272
4585	2.432402E-002	7.023406E-003	3.134569
4586	2.448626E-002	2.340687E-002	3.118186
4587	2.419867E-002	4.690320E-003	3.146283
4588	2.438976E-002	1.430407E-002	3.127289
4589	2.406249E-002	1.726549E-002	3.158858
4590	2.393816E-002	2.877772E-002	3.170370
4591	2.457540E-002	3.377301E-002	3.107820
4592	2.430092E-002	6.575232E-003	3.135017
4593	2.402602E-002	1.973981E-002	3.161332
4594	2.379852E-002	4.081919E-002	3.182412
4595	2.421606E-002	9.535923E-004	3.142546
4596	2.410352E-002	1.158402E-002	3.153177
4597	2.430466E-002	8.244818E-003	3.133348
4598	2.420241E-002	1.513045E-003	3.143106
4599	2.405360E-002	1.561544E-002	3.157208
4600	2.426448E-002	5.070914E-003	3.136522
4601	2.479004E-002	5.878457E-002	3.082808
4602	2.434341E-002	1.338753E-002	3.128205
4603	2.381422E-002	3.720378E-002	3.178796
4604	2.429043E-002	8.664765E-003	3.132928
4605	2.385179E-002	3.321734E-002	3.174810
4606	2.462551E-002	4.302557E-002	3.098567
4607	2.432941E-002	1.330961E-002	3.128283
4608	2.409428E-002	9.449013E-003	3.151042
4609	2.413463E-002	5.293873E-003	3.146887
4610	2.416581E-002	2.008214E-003	3.143601
4611	2.386184E-002	3.082114E-002	3.172414
4612	2.447948E-002	2.971061E-002	3.111882
4613	2.407168E-002	1.036919E-002	3.151962
4614	2.431509E-002	1.372096E-002	3.127872
4615	2.408062E-002	9.003229E-003	3.150596
4616	2.396770E-002	1.958586E-002	3.161179
4617	2.423147E-002	6.223366E-003	3.135369
4618	2.397686E-002	1.821679E-002	3.159809
4619	2.397236E-002	1.839869E-002	3.159991
4620	2.381217E-002	3.329912E-002	3.174892
4621	2.436138E-002	2.019036E-002	3.121402
4622	2.410269E-002	5.097091E-003	3.146690
4623	2.436955E-002	2.154074E-002	3.120052
4624	2.449296E-002	3.432622E-002	3.107266
4625	2.396351E-002	1.775870E-002	3.159351
4626	2.374824E-002	3.782801E-002	3.179421
4627	2.452992E-002	3.893434E-002	3.102658
4628	2.421685E-002	7.625497E-003	3.133967
4629	2.473602E-002	6.101369E-002	3.080579
4630	2.389572E-002	2.298618E-002	3.164579
4631	2.429891E-002	1.656566E-002	3.125027
4632	2.404879E-002	7.802856E-003	3.149396
4633	2.314117E-002	9.087011E-002	3.232463
4634	2.444768E-002	3.239973E-002	3.109193
4635	2.415906E-002	3.728576E-003	3.137864
4636	2.398617E-002	1.285083E-002	3.154443
4637	2.365266E-002	4.408774E-002	3.185680
4638	2.424143E-002	1.265777E-002	3.128935
4639	2.401739E-002	9.086372E-003	3.150679
4640	2.429280E-002	1.831679E-002	3.123276
4641	2.392790E-002	1.720933E-002	3.158802
4642	2.442844E-002	3.258791E-002	3.109005
4643	2.414065E-002	3.966119E-003	3.137627
4644	2.436022E-002	2.617491E-002	3.115418
4645	2.447367E-002	3.804045E-002	3.103552
4646	2.381517E-002	2.672418E-002	3.168317
4647	2.382888E-002	2.518161E-002	3.166774
4648	2.413571E-002	4.759607E-003	3.136833
4649	2.401704E-002	6.611261E-003	3.148204
4650	2.406548E-002	1.633153E-003	3.143226
4651	2.422621E-002	1.452321E-002	3.127069
4652	2.415260E-002	7.456798E-003	3.134136
4653	2.410461E-002	2.972409E-003	3.138620
4654	2.403882E-002	3.229005E-003	3.144822
4655	2.407821E-002	8.837384E-004	3.140709
4656	2.475891E-002	7.114592E-002	3.070447
4657	2.399019E-002	7.215592E-003	3.148808
4658	2.400338E-002	5.680854E-003	3.147274
4659	2.412132E-002	6.155865E-003	3.135437
4660	2.373480E-002	3.093954E-002	3.172532
4661	2.420721E-002	1.522492E-002	3.126368
4662	2.407317E-002	2.167514E-003	3.139425
4663	2.405127E-002	2.673265E-004	3.141325
4664	2.437160E-002	3.267327E-002	3.108919
4665	2.376707E-002	2.668173E-002	3.168274
4666	2.461754E-002	5.886655E-002	3.082726
4667	2.416329E-002	1.238760E-002	3.129205
4668	2.383468E-002	1.950418E-002	3.161097
4669	2.386594E-002	1.625699E-002	3.157850
4670	2.346011E-002	5.412469E-002	3.195717
4671	2.386598E-002	1.576123E-002	3.157354
4672	2.376317E-002	2.535940E-002	3.166952
4673	2.384824E-002	1.697786E-002	3.158571
4674	2.406320E-002	4.237070E-003	3.137356
4675	2.398923E-002	2.792373E-003	3.144385
4676	2.401964E-002	4.463747E-004	3.141146
4677	2.444609E-002	4.388044E-002	3.097712
4678	2.405410E-002	4.354518E-003	3.137238
4679	2.382172E-002	1.805684E-002	3.159649
4680	2.415675E-002	1.509693E-002	3.126496
4681	2.422857E-002	2.260099E-002	3.118992
4682	2.376390E-002	2.286698E-002	3.164460
4683	2.375950E-002	2.304540E-002	3.164638
4684	2.426565E-002	2.716054E-002	3.114432
4685	2.367886E-002	3.023232E-002	3.171825
4686	2.382634E-002	1.589774E-002	3.157490
4687	2.401425E-002	2.697838E-003	3.138895
4688	2.409570E-002	1.104658E-002	3.130546
4689	2.388359E-002	9.612294E-003	3.151205
4690	2.409538E-002	1.152869E-002	3.130064
4691	2.393591E-002	4.005300E-003	3.145598
4692	2.395756E-002	1.629853E-003	3.143223
4693	2.401360E-002	4.153915E-003	3.137439
4694	2.372900E-002	2.329870E-002	3.164891
4695	2.430833E-002	3.445740E-002	3.107135
4696	2.372022E-002	2.365437E-002	3.165247
4697	2.417447E-002	2.130311E-002	3.120290
4698	2.417845E-002	2.196728E-002	3.119625
4699	2.424918E-002	2.944113E-002	3.112152
4700	2.397414E-002	2.018186E-003	3.139574
4701	2.382205E-002	1.262985E-002	3.154223
4702	2.397394E-002	2.502905E-003	3.139090
4703	2.389180E-002	5.334839E-003	3.146927
4704	2.429323E-002	3.530014E-002	3.106293
4705	2.417267E-002	2.320796E-002	3.118385
4706	2.390463E-002	3.328723E-003	3.144921
4707	2.378698E-002	1.455776E-002	3.156150
4708	2.434110E-002	4.133777E-002	3.100255
4709	2.468696E-002	7.852194E-002	3.063071
4710	2.415063E-002	2.227206E-002	3.119321
4711	2.389134E-002	3.387181E-003	3.144980
4712	2.403242E-002	1.086260E-002	3.130730
4713	2.396847E-002	4.737148E-003	3.136856
4714	2.376514E-002	1.496229E-002	3.156555
4715	2.376952E-002	1.429282E-002	3.155885
4716	2.402333E-002	1.097348E-002	3.130619
4717	2.418637E-002	2.774911E-002	3.113844
4718	2.403991E-002	1.314840E-002	3.128444
4719	2.358413E-002	3.111343E-002	3.172706
4720	2.343562E-002	4.484802E-002	3.186441
4721	2.408556E-002	1.852551E-002	3.123067
4722	2.378259E-002	1.130866E-002	3.152901
4723	2.364672E-002	2.419181E-002	3.165784
4724	2.414734E-002	2.558927E-002	3.116003
4725	2.410975E-002	2.201593E-002	3.119577
4726	2.358937E-002	2.895326E-002	3.170546
4727	2.394127E-002	5.565575E-003	3.136027
4728	2.384291E-002	3.923421E-003	3.145516
4729	2.326857E-002	5.823818E-002	3.199831
4730	2.420340E-002	3.292458E-002	3.108668
4731	2.377810E-002	9.538186E-003	3.151131
4732	2.402905E-002	1.564168E-002	3.125951
4733	2.414096E-002	2.728883E-002	3.114304
4734	2.345643E-002	3.964942E-002	3.181242
4735	2.362111E-002	2.377165E-002	3.165364
4736	2.362558E-002	2.310329E-002	3.164696
4737	2.344349E-002	4.016795E-002	3.181761
4738	2.362571E-002	2.261165E-002	3.164204
4739	2.423730E-002	3.882836E-002	3.102764
4740	2.379930E-002	5.242789E-003	3.146835
4741	2.386329E-002	1.326887E-003	3.140266
4742	2.364344E-002	1.994256E-002	3.161535
4743	2.398109E-002	1.361458E-002	3.127978
4744	2.447798E-002	6.570732E-002	3.075885
4745	2.417047E-002	3.347885E-002	3.108114
4746	2.363488E-002	1.980642E-002	3.161399
4747	2.359559E-002	2.335363E-002	3.164946
4748	2.370439E-002	1.257752E-002	3.154170
4749	2.388784E-002	5.774587E-003	3.135818
4750	2.398403E-002	1.569792E-002	3.125895
4751	2.340119E-002	4.089524E-002	3.182488
4752	2.414810E-002	3.300680E-002	3.108586
4753	2.379426E-002	2.526850E-003	3.144120
4754	2.393332E-002	1.159686E-002	3.129996
4755	2.414317E-002	3.328561E-002	3.108307
4756	2.374717E-002	6.430896E-003	3.148024
4757	2.411008E-002	3.038811E-002	3.111205
4758	2.364395E-002	1.603660E-002	3.157629
4759	2.405236E-002	2.497151E-002	3.116621
4760	2.389898E-002	9.659880E-003	3.131933
4761	2.328645E-002	4.933362E-002	3.190926
4762	2.429713E-002	5.129446E-002	3.090298
4763	2.416503E-002	3.766656E-002	3.103926
4764	2.406340E-002	2.740290E-002	3.114190
4765	2.343018E-002	3.490262E-002	3.176495
4766	2.351388E-002	2.668263E-002	3.168275
4767	2.398485E-002	2.013262E-002	3.121460
4768	2.357499E-002	2.032010E-002	3.161913
4769	2.388514E-002	1.053793E-002	3.131055
4770	2.362687E-002	1.480148E-002	3.156394
4771	2.428172E-002	5.209360E-002	3.089499
4772	2.334705E-002	4.113995E-002	3.182733
4773	2.386790E-002	9.809708E-003	3.131783
4774	2.352323E-002	2.388703E-002	3.165480
4775	2.336977E-002	3.830263E-002	3.179895
4776	2.386331E-002	1.010187E-002	3.131491
4777	2.400720E-002	2.499228E-002	3.116600
4778	2.404354E-002	2.899324E-002	3.112599
4779	2.399042E-002	2.378558E-002	3.117807
4780	2.366103E-002	9.034961E-003	3.150628
4781	2.387498E-002	1.254015E-002	3.129052
4782	2.385412E-002	1.068508E-002	3.130908
4783	2.379155E-002	4.649313E-003	3.136943
4784	2.366940E-002	7.236778E-003	3.148829
4785	2.374949E-002	9.447957E-004	3.140648
4786	2.356699E-002	1.678595E-002	3.158379
4787	2.329213E-002	4.286525E-002	3.184458
4788	2.354987E-002	1.797293E-002	3.159566
4789	2.376584E-002	3.568014E-003	3.138025
4790	2.395125E-002	2.259474E-002	3.118998
4791	2.397947E-002	2.575045E-002	3.115842
4792	2.384430E-002	1.221035E-002	3.129382
4793	2.388116E-002	1.620146E-002	3.125391
4794	2.391779E-002	2.019090E-002	3.121402
4795	2.374018E-002	2.489421E-003	3.139103
4796	2.388470E-002	1.732243E-002	3.124270
4797	2.409025E-002	3.882009E-002	3.102773
4798	2.365189E-002	5.551990E-003	3.147145
4799	2.363920E-002	6.563212E-003	3.148156
4800	2.382655E-002	1.242599E-002	3.129167
4801	2.376447E-002	6.412483E-003	3.135180
4802	2.349032E-002	2.042317E-002	3.162016
4803	2.389556E-002	2.021018E-002	3.121382
4804	2.365158E-002	4.119253E-003	3.145712
4805	2.385439E-002	1.651461E-002	3.125078
4806	2.369328E-002	5.189957E-004	3.141074
4807	2.387847E-002	1.947907E-002	3.122114
4808	2.311429E-002	5.474678E-002	3.196339
4809	2.389429E-002	2.160929E-002	3.119983
4810	2.379211E-002	1.144712E-002	3.130146
4811	2.396638E-002	2.955773E-002	3.112035
4812	2.370934E-002	3.604291E-003	3.137988
4813	2.382028E-002	1.506035E-002	3.126532
4814	2.365928E-002	9.083850E-004	3.142501
4815	2.386060E-002	1.968196E-002	3.121911
4816	2.329273E-002	3.614821E-002	3.177741
4817	2.352900E-002	1.306792E-002	3.154661
4818	2.400036E-002	3.490938E-002	3.106683
4819	2.351208E-002	1.424881E-002	3.155841
4820	2.401563E-002	3.702834E-002	3.104564
4821	2.344415E-002	2.040693E-002	3.162000
4822	2.323255E-002	4.048947E-002	3.182082
4823	2.348672E-002	1.577828E-002	3.157371
4824	2.369974E-002	5.605921E-003	3.135987
4825	2.389069E-002	2.532322E-002	3.116269
4826	2.371595E-002	7.734386E-003	3.133858
4827	2.385002E-002	2.164237E-002	3.119950
4828	2.368281E-002	4.890085E-003	3.136703
4829	2.385764E-002	2.293455E-002	3.118658
4830	2.347414E-002	1.534316E-002	3.156936
4831	2.435396E-002	7.638876E-002	3.065204
4832	2.401975E-002	4.059928E-002	3.100993
4833	2.341066E-002	2.083234E-002	3.162425
4834	2.369032E-002	7.128442E-003	3.134464
4835	2.377572E-002	1.604974E-002	3.125543
4836	2.357458E-002	3.982202E-003	3.145575
4837	2.326532E-002	3.392936E-002	3.175522
4838	2.346579E-002	1.425687E-002	3.155850
4839	2.377500E-002	1.698013E-002	3.124613
4840	2.338977E-002	2.121726E-002	3.162810
4841	2.373416E-002	1.331337E-002	3.128279
4842	2.372994E-002	1.313334E-002	3.128459
4843	2.365236E-002	5.519971E-003	3.136073
4844	2.388996E-002	3.011454E-002	3.111478
4845	2.366030E-002	6.814532E-003	3.134778
4846	2.362333E-002	3.334296E-003	3.138258
4847	2.365188E-002	6.457518E-003	3.135135
4848	2.326240E-002	3.167467E-002	3.173267
4849	2.376505E-002	1.847448E-002	3.123118
4850	2.356539E-002	1.500130E-003	3.143093
4851	2.346993E-002	1.074707E-002	3.152340
4852	2.404399E-002	4.843519E-002	3.093157
4853	2.351146E-002	6.151010E-003	3.147744
4854	2.338192E-002	1.868753E-002	3.160280
4855	2.319884E-002	3.616224E-002	3.177755
4856	2.375164E-002	1.885789E-002	3.122735
4857	2.344483E-002	1.179421E-002	3.153387
4858	2.361386E-002	5.322584E-003	3.136270
4859	2.338627E-002	1.708197E-002	3.158675
4860	2.359732E-002	4.144094E-003	3.137449
4861	2.305245E-002	4.869741E-002	3.190290
4862	2.347382E-002	7.728613E-003	3.149321
4863	2.345306E-002	9.548617E-003	3.151141
4864	2.351501E-002	3.144189E-003	3.144737
4865	2.317451E-002	3.620796E-002	3.177801
4866	2.386822E-002	3.349565E-002	3.108097
4867	2.381681E-002	2.838123E-002	3.113211
4868	2.364501E-002	1.094352E-002	3.130649
4869	2.412499E-002	6.169945E-002	3.079893
4870	2.356366E-002	3.194296E-003	3.138398
4871	2.355134E-002	2.196226E-003	3.139396
4872	2.357159E-002	4.482637E-003	3.137110
4873	2.360796E-002	8.409809E-003	3.133183
4874	2.344860E-002	7.360978E-003	3.148954
4875	2.369600E-002	1.790035E-002	3.123692
4876	2.345677E-002	6.069364E-003	3.147662
4877	2.350183E-002	1.323073E-003	3.142916
4878	2.338233E-002	1.297889E-002	3.154572
4879	2.341131E-002	9.872811E-003	3.151465
4880	2.397991E-002	4.896970E-002	3.092623
4881	2.346883E-002	3.664466E-003	3.145257
4882	2.314698E-002	3.497433E-002	3.176567
4883	2.295297E-002	5.316467E-002	3.194757
4884	2.348091E-002	1.732490E-003	3.143325
4885	2.349306E-002	2.701919E-004	3.141863
4886	2.390872E-002	4.294345E-002	3.098649
4887	2.320274E-002	2.845032E-002	3.170043
4888	2.360983E-002	1.229642E-002	3.129296
4889	2.361368E-002	1.293649E-002	3.128656
4890	2.380684E-002	3.320820E-002	3.108384
4891	2.348444E-002	3.127517E-004	3.141280
4892	2.333264E-002	1.458069E-002	3.156173
4893	2.334505E-002	1.311816E-002	3.154711
4894	2.320758E-002	2.636811E-002	3.167961
4895	2.336977E-002	1.019488E-002	3.151788
4896	2.327461E-002	1.935506E-002	3.160948
4897	2.369942E-002	2.376541E-002	3.117827
4898	2.418199E-002	7.585153E-002	3.065741
4899	2.359612E-002	1.360735E-002	3.127985
4900	2.331616E-002	1.432571E-002	3.155918
4901	2.358783E-002	1.325150E-002	3.128341
4902	2.311566E-002	3.343795E-002	3.175031
4903	2.382244E-002	3.818658E-002	3.103406
4904	2.326659E-002	1.827684E-002	3.159869
4905	2.334495E-002	1.029318E-002	3.151886
4906	2.325836E-002	1.861933E-002	3.160212
4907	2.313734E-002	3.020274E-002	3.171795
4908	2.346271E-002	2.228350E-003	3.139364
4909	2.342627E-002	1.206287E-003	3.142799
4910	2.364553E-002	2.142972E-002	3.120163
4911	2.345035E-002	1.702611E-003	3.139890
4912	2.373097E-002	3.084347E-002	3.110749
4913	2.321303E-002	2.144419E-002	3.163037
4914	2.395178E-002	5.490157E-002	3.086691
4915	2.313814E-002	2.829544E-002	3.169888
4916	2.299046E-002	4.229669E-002	3.183889
4917	2.305427E-002	3.595463E-002	3.177547
4918	2.377563E-002	3.707862E-002	3.104514
4919	2.367093E-002	2.632532E-002	3.115267
4920	2.354904E-002	1.395038E-002	3.127642
4921	2.359225E-002	1.865016E-002	3.122942
4922	2.330782E-002	9.971751E-003	3.151564
4923	2.356039E-002	1.585631E-002	3.125736
4924	2.327512E-002	1.275341E-002	3.154346
4925	2.365396E-002	2.605966E-002	3.115533
4926	2.323415E-002	1.634482E-002	3.157937
4927	2.368450E-002	2.975990E-002	3.111833
4928	2.386368E-002	4.906019E-002	3.092532
4929	2.329546E-002	9.553624E-003	3.151146
4930	2.364114E-002	2.597399E-002	3.115619
4931	2.305612E-002	3.261136E-002	3.174204
4932	2.309383E-002	2.872365E-002	3.170316
4933	2.318913E-002	1.916145E-002	3.160754
4934	2.356232E-002	1.877141E-002	3.122821
4935	2.305660E-002	3.165963E-002	3.173252
4936	2.349911E-002	1.274338E-002	3.128849
4937	2.351863E-002	1.499756E-002	3.126595
4938	2.330734E-002	6.240477E-003	3.147833
4939	2.334354E-002	2.363613E-003	3.143956
4940	2.363877E-002	2.823233E-002	3.113360
4941	2.354144E-002	1.833825E-002	3.123254
4942	2.369970E-002	3.515801E-002	3.106435
4943	2.364958E-002	3.012189E-002	3.111471
4944	2.306173E-002	2.911932E-002	3.170712
4945	2.285578E-002	4.870057E-002	3.190293
4946	2.311979E-002	2.298478E-002	3.164577
4947	2.346986E-002	1.242346E-002	3.129169
4948	2.336285E-002	1.738167E-003	3.139854
4949	2.313229E-002	2.106647E-002	3.162659
4950	2.316100E-002	1.800331E-002	3.159596
4951	2.309128E-002	2.463639E-002	3.166229
4952	2.300439E-002	3.288231E-002	3.174475
4953	2.327848E-002	5.590872E-003	3.147184
4954	2.337023E-002	3.926121E-003	3.137667
4955	2.348423E-002	1.586107E-002	3.125732
4956	2.345669E-002	1.326336E-002	3.128329
4957	2.359229E-002	2.761242E-002	3.113980
4958	2.327423E-002	4.837359E-003	3.146430
4959	2.368336E-002	3.774107E-002	3.103852
4960	2.336169E-002	4.495879E-003	3.137097
4961	2.291799E-002	3.921767E-002	3.180810
4962	2.303033E-002	2.809699E-002	3.169690
4963	2.318151E-002	1.295097E-002	3.154544
4964	2.342415E-002	1.185857E-002	3.129734
4965	2.315723E-002	1.490281E-002	3.156495
4966	2.362442E-002	3.325596E-002	3.108337
4967	2.331745E-002	1.669159E-003	3.139923
4968	2.323372E-002	6.555495E-003	3.148148
4969	2.331727E-002	2.127973E-003	3.139465
4970	2.310458E-002	1.897073E-002	3.160563
4971	2.315727E-002	1.350692E-002	3.155100
4972	2.350814E-002	2.252588E-002	3.119067
4973	2.291982E-002	3.636834E-002	3.177961
4974	2.336008E-002	7.696393E-003	3.133896
4975	2.334033E-002	5.914262E-003	3.135678
4976	2.299046E-002	2.882535E-002	3.170418
4977	2.327700E-002	5.894376E-005	3.141652
4978	2.284140E-002	4.281876E-002	3.184411
4979	2.309269E-002	1.807796E-002	3.159671
4980	2.304806E-002	2.226277E-002	3.163855
4981	2.320523E-002	6.369603E-003	3.147962
4982	2.327264E-002	6.853874E-004	3.140907
4983	2.306040E-002	2.035798E-002	3.161951
4984	2.364192E-002	3.966649E-002	3.101926
4985	2.344006E-002	1.862375E-002	3.122969
4986	2.298317E-002	2.728019E-002	3.168873
4987	2.279708E-002	4.509273E-002	3.186685
4988	2.350464E-002	2.611551E-002	3.115477
4989	2.303634E-002	2.136586E-002	3.162959
4990	2.308086E-002	1.672398E-002	3.158317
4991	2.326005E-002	1.540560E-003	3.140052
4992	2.355680E-002	3.261829E-002	3.108974
4993	2.325988E-002	1.997220E-003	3.139595
4994	2.325586E-002	1.824932E-003	3.139768
4995	2.348399E-002	2.567674E-002	3.115916
4996	2.301643E-002	2.173801E-002	3.163331
4997	2.329081E-002	6.111365E-003	3.135481
