# Computed b_i and c_i values from QuadraticSpline class
i	b_i	c_i
0	0.757905132298927	0.0835658525089692
1	0.925036837316866	-0.85721039529908
2	-0.789383953281295	0.0212065345154808
3	-0.746970884250334	-0.150951619117462
4	-1.04887412248526	0.846752343130047
5	0.644630563774837	0.0348782126893759
6	0.714386989153588	0.222015107764126
7	1.15841720468184	-0.826045556777249
8	-0.493673908872656	-0.0835658525089692
